system:index,date,rainfall_max,rainfall_mean,rainfall_min,temperature_max,temperature_mean,temperature_min,.geo
203,1997-12,715.702383,113.5511138,0,301.5589176,297.0435974,288.0990853,"{""type"":""MultiPoint"",""coordinates"":[]}"
204,1998-01,228.8062754,47.72238319,0,301.6617434,297.1499853,288.4619314,"{""type"":""MultiPoint"",""coordinates"":[]}"
205,1998-02,143.5639141,29.5165096,0,302.1900776,297.7419779,289.461437,"{""type"":""MultiPoint"",""coordinates"":[]}"
206,1998-03,190.9196553,43.89219868,0,303.1778656,298.3881793,290.1869776,"{""type"":""MultiPoint"",""coordinates"":[]}"
207,1998-04,214.5257034,39.34614938,0,304.1939241,299.4855863,290.8058599,"{""type"":""MultiPoint"",""coordinates"":[]}"
208,1998-05,518.7063942,164.3707956,13.0861845,303.2165067,299.7427024,291.461196,"{""type"":""MultiPoint"",""coordinates"":[]}"
209,1998-06,524.2379379,167.2673557,35.31881142,302.8593666,299.0653382,291.6148299,"{""type"":""MultiPoint"",""coordinates"":[]}"
210,1998-07,516.373456,172.8258002,21.45487118,302.6329697,298.8445817,291.2969298,"{""type"":""MultiPoint"",""coordinates"":[]}"
211,1998-08,753.4340572,220.2949902,47.09314442,301.5533795,298.7047808,291.1894315,"{""type"":""MultiPoint"",""coordinates"":[]}"
212,1998-09,909.4696884,269.2808884,54.89339781,301.7062506,298.5239353,290.7861822,"{""type"":""MultiPoint"",""coordinates"":[]}"
213,1998-10,1164.328703,412.2047624,96.66732955,301.0062343,298.2540467,290.6650623,"{""type"":""MultiPoint"",""coordinates"":[]}"
214,1998-11,1149.047188,325.1798888,0,301.1467382,297.7861084,290.241595,"{""type"":""MultiPoint"",""coordinates"":[]}"
215,1998-12,1850.319172,404.0239879,0,300.5871237,297.2958712,289.233658,"{""type"":""MultiPoint"",""coordinates"":[]}"
216,1999-01,1207.814162,335.7556227,0,300.5185525,296.7438712,288.3692093,"{""type"":""MultiPoint"",""coordinates"":[]}"
217,1999-02,762.3349133,125.6789012,0,300.2644714,296.3665328,287.3750816,"{""type"":""MultiPoint"",""coordinates"":[]}"
218,1999-03,892.5597658,276.7410974,3.062545776,300.63267,297.5151703,289.593618,"{""type"":""MultiPoint"",""coordinates"":[]}"
219,1999-04,949.6136487,267.2534356,17.78620148,301.5462294,297.9751484,290.3608073,"{""type"":""MultiPoint"",""coordinates"":[]}"
220,1999-05,492.6904812,213.3405922,49.14423704,301.2324886,298.2056262,290.7530542,"{""type"":""MultiPoint"",""coordinates"":[]}"
221,1999-06,708.7357583,285.6979262,61.8961587,300.9006504,297.9675446,290.4227208,"{""type"":""MultiPoint"",""coordinates"":[]}"
222,1999-07,978.9308596,309.3312597,66.90075159,301.0721684,297.9051004,290.2385516,"{""type"":""MultiPoint"",""coordinates"":[]}"
223,1999-08,1409.504597,435.4064799,94.66631889,300.7618148,297.734901,290.2262386,"{""type"":""MultiPoint"",""coordinates"":[]}"
224,1999-09,1132.39658,330.152279,58.34444714,300.5470102,297.7702868,290.3135711,"{""type"":""MultiPoint"",""coordinates"":[]}"
225,1999-10,826.5550194,331.5854829,95.67145205,300.5377605,297.8099623,290.1376954,"{""type"":""MultiPoint"",""coordinates"":[]}"
226,1999-11,1088.066023,310.9716303,4.261759639,300.4110126,297.2279336,289.2934155,"{""type"":""MultiPoint"",""coordinates"":[]}"
227,1999-12,1270.9226,384.2508071,0,300.2951198,296.763375,288.3380413,"{""type"":""MultiPoint"",""coordinates"":[]}"
228,2000-01,907.2987328,166.2198877,0,300.0067842,296.4109325,287.5093542,"{""type"":""MultiPoint"",""coordinates"":[]}"
229,2000-02,1152.694092,240.0890772,0,299.7136651,296.5306436,288.6914342,"{""type"":""MultiPoint"",""coordinates"":[]}"
230,2000-03,1059.443894,264.7730813,0,300.6370368,297.2851572,289.3728425,"{""type"":""MultiPoint"",""coordinates"":[]}"
231,2000-04,499.1090622,157.701287,0,301.9758555,298.3434897,290.7807194,"{""type"":""MultiPoint"",""coordinates"":[]}"
232,2000-05,968.9450693,223.3091558,40.15301454,301.1060675,298.4603215,291.059245,"{""type"":""MultiPoint"",""coordinates"":[]}"
233,2000-06,680.3755741,265.4517084,18.8143121,301.1809026,298.1595287,290.6232447,"{""type"":""MultiPoint"",""coordinates"":[]}"
234,2000-07,1135.465631,338.5001249,62.07021332,300.6749266,297.8260995,290.2722205,"{""type"":""MultiPoint"",""coordinates"":[]}"
235,2000-08,971.3567886,290.3501892,77.77478623,300.7296687,297.9101022,290.2035877,"{""type"":""MultiPoint"",""coordinates"":[]}"
236,2000-09,752.0626507,246.4757794,57.12812138,300.95233,297.9539695,290.1482555,"{""type"":""MultiPoint"",""coordinates"":[]}"
237,2000-10,961.7385786,437.2971832,129.8502283,300.6926712,297.6974445,290.2067133,"{""type"":""MultiPoint"",""coordinates"":[]}"
238,2000-11,1523.194963,418.4137751,9.693982959,300.5523976,297.4828108,289.7039655,"{""type"":""MultiPoint"",""coordinates"":[]}"
239,2000-12,1187.40414,374.33029,8.21E-07,300.2266324,297.0092026,288.8947744,"{""type"":""MultiPoint"",""coordinates"":[]}"
240,2001-01,902.2774982,168.1236073,0,299.9226352,296.6352449,288.3868227,"{""type"":""MultiPoint"",""coordinates"":[]}"
241,2001-02,874.7939873,175.7067851,0,300.2731503,296.9073644,288.4947399,"{""type"":""MultiPoint"",""coordinates"":[]}"
242,2001-03,891.6255035,229.5843972,0,300.3660528,297.3340609,289.4278177,"{""type"":""MultiPoint"",""coordinates"":[]}"
243,2001-04,447.1405048,106.5686175,6.008599162,302.162353,298.6939512,291.0108719,"{""type"":""MultiPoint"",""coordinates"":[]}"
244,2001-05,828.9204063,233.3899227,52.0135479,301.9233895,298.691672,291.0136953,"{""type"":""MultiPoint"",""coordinates"":[]}"
245,2001-06,620.8683023,266.9395903,46.0017153,301.3407282,298.2845671,290.726785,"{""type"":""MultiPoint"",""coordinates"":[]}"
246,2001-07,1007.173307,338.0354423,55.18231368,300.8363731,297.9186692,290.3689645,"{""type"":""MultiPoint"",""coordinates"":[]}"
247,2001-08,1196.335466,315.0808023,78.56061935,300.7771566,298.0229503,290.6316041,"{""type"":""MultiPoint"",""coordinates"":[]}"
248,2001-09,749.7017727,227.608835,37.42639494,301.3715183,298.1924856,290.450666,"{""type"":""MultiPoint"",""coordinates"":[]}"
249,2001-10,773.5701742,244.4025041,9.457328796,301.1168224,297.9661608,290.331422,"{""type"":""MultiPoint"",""coordinates"":[]}"
250,2001-11,1047.443899,337.2365853,2.649600893,300.6981499,297.2030705,288.6701957,"{""type"":""MultiPoint"",""coordinates"":[]}"
251,2001-12,894.2670212,274.495204,3.71E-07,300.0749405,296.4433915,287.5506157,"{""type"":""MultiPoint"",""coordinates"":[]}"
252,2002-01,564.1439657,109.3984151,0,300.201876,296.1305308,287.2373578,"{""type"":""MultiPoint"",""coordinates"":[]}"
253,2002-02,619.106041,95.90882751,0,300.4884438,296.2192247,287.4194276,"{""type"":""MultiPoint"",""coordinates"":[]}"
254,2002-03,469.7632828,87.88869204,0,301.5028154,297.4274261,289.0646618,"{""type"":""MultiPoint"",""coordinates"":[]}"
255,2002-04,380.9277878,71.84280873,0,302.1753224,298.59878,290.3598493,"{""type"":""MultiPoint"",""coordinates"":[]}"
256,2002-05,496.5656395,179.8429051,31.21202183,302.1847057,298.9137858,291.1904915,"{""type"":""MultiPoint"",""coordinates"":[]}"
257,2002-06,699.1044655,236.0972239,43.64865208,302.13825,298.5625503,290.8132853,"{""type"":""MultiPoint"",""coordinates"":[]}"
258,2002-07,1723.734289,379.7567806,47.88426876,301.4161828,298.3668657,290.8202382,"{""type"":""MultiPoint"",""coordinates"":[]}"
259,2002-08,826.733089,288.9071197,32.96536875,300.8187151,297.9678235,290.4258876,"{""type"":""MultiPoint"",""coordinates"":[]}"
260,2002-09,827.5651855,273.1096009,66.31906581,300.4299469,297.796105,290.2968686,"{""type"":""MultiPoint"",""coordinates"":[]}"
261,2002-10,644.9448814,205.1289331,33.81295395,301.0686294,298.0199934,290.4535867,"{""type"":""MultiPoint"",""coordinates"":[]}"
262,2002-11,820.0974693,213.4844198,9.210921943,300.7836541,297.5677823,289.3302578,"{""type"":""MultiPoint"",""coordinates"":[]}"
263,2002-12,676.9539185,111.1931626,0,301.1234649,297.4218602,288.9173839,"{""type"":""MultiPoint"",""coordinates"":[]}"
264,2003-01,799.2717657,112.2505826,0,300.9117252,296.2425731,287.1075733,"{""type"":""MultiPoint"",""coordinates"":[]}"
265,2003-02,556.2331352,74.27615051,0,300.7449161,296.5476787,287.8664982,"{""type"":""MultiPoint"",""coordinates"":[]}"
266,2003-03,419.8944626,78.48474599,0,301.4219942,297.4510975,289.3268896,"{""type"":""MultiPoint"",""coordinates"":[]}"
267,2003-04,159.7521629,43.87642643,0,302.7380871,299.1436173,290.8518729,"{""type"":""MultiPoint"",""coordinates"":[]}"
268,2003-05,798.9817295,282.6294084,49.3553381,302.2392007,298.9515516,291.2784259,"{""type"":""MultiPoint"",""coordinates"":[]}"
269,2003-06,654.3669834,264.0384618,63.79750907,301.1652326,298.3191078,290.7824391,"{""type"":""MultiPoint"",""coordinates"":[]}"
270,2003-07,919.2384052,369.884499,39.60305548,301.4597085,298.1162102,290.4766881,"{""type"":""MultiPoint"",""coordinates"":[]}"
271,2003-08,1265.740768,335.7788419,45.60721326,301.0877495,298.1510194,290.6303376,"{""type"":""MultiPoint"",""coordinates"":[]}"
272,2003-09,722.3051872,305.7726474,90.56680751,300.8337579,297.8587955,290.419359,"{""type"":""MultiPoint"",""coordinates"":[]}"
273,2003-10,626.8188314,248.7946027,24.93000126,300.8266908,297.6464324,289.6894864,"{""type"":""MultiPoint"",""coordinates"":[]}"
274,2003-11,561.2120094,181.9933452,0,301.1501901,297.7723843,289.6247588,"{""type"":""MultiPoint"",""coordinates"":[]}"
275,2003-12,1129.921709,265.0592609,0,299.982241,296.1147098,287.0505899,"{""type"":""MultiPoint"",""coordinates"":[]}"
276,2004-01,641.5718937,82.05267588,0,300.6713947,296.5787561,287.8072813,"{""type"":""MultiPoint"",""coordinates"":[]}"
277,2004-02,665.1394987,139.9033321,0,300.4846439,296.7268409,288.3787935,"{""type"":""MultiPoint"",""coordinates"":[]}"
278,2004-03,458.475769,106.0305942,0,301.7357333,297.8829742,289.900586,"{""type"":""MultiPoint"",""coordinates"":[]}"
279,2004-04,231.5765266,65.60495713,0,302.6264856,298.9978697,290.8879982,"{""type"":""MultiPoint"",""coordinates"":[]}"
280,2004-05,824.4916573,261.6903004,59.69527566,302.0205003,298.7562845,291.1264101,"{""type"":""MultiPoint"",""coordinates"":[]}"
281,2004-06,1068.307492,334.6406896,71.00795686,300.7587638,298.1058185,290.7501646,"{""type"":""MultiPoint"",""coordinates"":[]}"
282,2004-07,709.7790937,264.1800928,40.76826167,300.5599,297.8770738,290.3662387,"{""type"":""MultiPoint"",""coordinates"":[]}"
283,2004-08,1514.366936,291.8859809,42.72320002,300.9267871,298.0214422,290.6784829,"{""type"":""MultiPoint"",""coordinates"":[]}"
284,2004-09,577.842452,170.0189466,49.82947159,300.6246795,298.0081039,290.2354054,"{""type"":""MultiPoint"",""coordinates"":[]}"
285,2004-10,634.9058599,197.3447702,0,300.9967221,297.3788598,289.2216018,"{""type"":""MultiPoint"",""coordinates"":[]}"
286,2004-11,939.1659546,237.9224814,0,301.4941597,297.641878,289.4656007,"{""type"":""MultiPoint"",""coordinates"":[]}"
287,2004-12,689.4146309,185.4481037,5.82E-07,301.084501,296.960116,288.1786211,"{""type"":""MultiPoint"",""coordinates"":[]}"
288,2005-01,593.0922966,89.8636071,0,300.4030476,296.127699,287.2892229,"{""type"":""MultiPoint"",""coordinates"":[]}"
289,2005-02,147.7163162,40.39931673,0,301.6008607,297.0544926,288.6725799,"{""type"":""MultiPoint"",""coordinates"":[]}"
290,2005-03,599.8171253,118.7618946,0,302.1660872,297.4824965,288.9224244,"{""type"":""MultiPoint"",""coordinates"":[]}"
291,2005-04,232.2300987,39.87439191,0,302.7901091,298.6491252,290.3819223,"{""type"":""MultiPoint"",""coordinates"":[]}"
292,2005-05,488.8164458,178.4876093,16.08942449,302.6559712,299.1367536,291.3706968,"{""type"":""MultiPoint"",""coordinates"":[]}"
293,2005-06,579.4355025,245.3202135,40.27698648,301.4417884,298.6598833,291.0680254,"{""type"":""MultiPoint"",""coordinates"":[]}"
294,2005-07,1010.511782,288.8430854,22.27499175,301.7720727,298.2855803,290.7224885,"{""type"":""MultiPoint"",""coordinates"":[]}"
295,2005-08,1048.732714,342.1230405,82.04354763,301.127255,298.1253481,290.5390756,"{""type"":""MultiPoint"",""coordinates"":[]}"
296,2005-09,827.0864315,373.3468946,76.63972044,300.8489589,298.0276789,290.4556565,"{""type"":""MultiPoint"",""coordinates"":[]}"
297,2005-10,860.307498,292.151689,86.13505602,300.9294144,297.8947093,290.2648925,"{""type"":""MultiPoint"",""coordinates"":[]}"
298,2005-11,753.0202522,218.8883979,3.14147675,300.7482656,297.6357671,289.7629167,"{""type"":""MultiPoint"",""coordinates"":[]}"
299,2005-12,1520.54026,470.5316142,0,300.1271007,296.4604724,288.090267,"{""type"":""MultiPoint"",""coordinates"":[]}"
300,2006-01,767.0806732,182.199781,0,300.3685028,296.7916764,288.4796707,"{""type"":""MultiPoint"",""coordinates"":[]}"
301,2006-02,549.9554729,105.010013,0,300.4073666,296.8684248,288.2041224,"{""type"":""MultiPoint"",""coordinates"":[]}"
302,2006-03,516.46982,168.5376917,0,300.8468974,297.5093104,289.2916796,"{""type"":""MultiPoint"",""coordinates"":[]}"
303,2006-04,404.4462681,90.30307712,0,302.363889,298.6658765,291.0144912,"{""type"":""MultiPoint"",""coordinates"":[]}"
304,2006-05,601.6566896,226.6751448,39.96315145,302.1206863,298.7360937,291.0828629,"{""type"":""MultiPoint"",""coordinates"":[]}"
305,2006-06,871.9027233,272.0471383,9.471178621,301.9893679,298.4504287,290.7708349,"{""type"":""MultiPoint"",""coordinates"":[]}"
306,2006-07,1048.117575,355.1880788,55.96690822,301.3130185,298.2704581,290.7107866,"{""type"":""MultiPoint"",""coordinates"":[]}"
307,2006-08,1017.174672,295.2610373,50.73906565,300.854461,297.9807616,290.4956504,"{""type"":""MultiPoint"",""coordinates"":[]}"
308,2006-09,728.0042086,275.1557202,70.05167985,300.5851182,297.8927641,290.343305,"{""type"":""MultiPoint"",""coordinates"":[]}"
309,2006-10,699.2015104,291.950215,68.35204053,300.4667902,297.5963025,289.9368764,"{""type"":""MultiPoint"",""coordinates"":[]}"
310,2006-11,537.9515905,171.7501965,2.36173147,301.0169102,297.8903993,289.7281026,"{""type"":""MultiPoint"",""coordinates"":[]}"
311,2006-12,974.6500168,266.8847744,4.00E-07,301.5197981,297.2832711,288.6289106,"{""type"":""MultiPoint"",""coordinates"":[]}"
312,2007-01,1018.815716,197.1604286,0,300.3060702,296.6827451,287.8971294,"{""type"":""MultiPoint"",""coordinates"":[]}"
313,2007-02,407.1884499,66.30721179,0,300.7399455,296.8514577,288.2795718,"{""type"":""MultiPoint"",""coordinates"":[]}"
314,2007-03,350.0026569,86.18640555,0,301.3559627,297.66912,289.6419826,"{""type"":""MultiPoint"",""coordinates"":[]}"
315,2007-04,413.817791,89.81135669,0,302.7819995,298.8641896,290.734563,"{""type"":""MultiPoint"",""coordinates"":[]}"
316,2007-05,565.2595549,219.1476963,51.38221359,302.1562491,298.9677929,291.2321978,"{""type"":""MultiPoint"",""coordinates"":[]}"
317,2007-06,592.7030125,233.273541,22.75379378,301.8610007,298.7927705,291.3238045,"{""type"":""MultiPoint"",""coordinates"":[]}"
318,2007-07,816.5692444,264.6173684,12.66916823,301.5667173,298.4586298,290.6516441,"{""type"":""MultiPoint"",""coordinates"":[]}"
319,2007-08,1169.008447,383.7442366,64.83697081,300.9092123,298.1235165,290.5322539,"{""type"":""MultiPoint"",""coordinates"":[]}"
320,2007-09,1116.049525,329.365566,92.14655137,301.0531909,298.0776314,290.6459887,"{""type"":""MultiPoint"",""coordinates"":[]}"
321,2007-10,1017.804547,300.4213647,55.21471739,300.8894406,297.7963122,290.1873578,"{""type"":""MultiPoint"",""coordinates"":[]}"
322,2007-11,1110.095413,438.9294199,7.787226439,300.0261264,297.149865,289.3218919,"{""type"":""MultiPoint"",""coordinates"":[]}"
323,2007-12,969.4986496,217.2286705,0,300.2558213,297.0164043,288.6694323,"{""type"":""MultiPoint"",""coordinates"":[]}"
324,2008-01,1032.304451,231.4828261,0,300.0834265,296.6498586,288.2235894,"{""type"":""MultiPoint"",""coordinates"":[]}"
325,2008-02,1511.2944,246.6843172,0,299.9717459,296.3454193,287.6241177,"{""type"":""MultiPoint"",""coordinates"":[]}"
326,2008-03,845.1872845,205.0560643,0,300.3269879,297.1795491,289.0292781,"{""type"":""MultiPoint"",""coordinates"":[]}"
327,2008-04,675.0532341,208.5434629,6.001319647,302.1188176,298.3013469,290.2707925,"{""type"":""MultiPoint"",""coordinates"":[]}"
328,2008-05,827.7770691,330.8106341,56.36792076,300.6554304,298.0250413,290.5843645,"{""type"":""MultiPoint"",""coordinates"":[]}"
329,2008-06,1103.071863,313.1228023,10.97365379,301.3248573,298.1976647,290.5126692,"{""type"":""MultiPoint"",""coordinates"":[]}"
330,2008-07,976.2983389,309.8703611,89.78078103,300.7571042,297.9766653,290.4100491,"{""type"":""MultiPoint"",""coordinates"":[]}"
331,2008-08,957.2597265,329.085619,73.67911422,300.755799,297.9243955,290.2467763,"{""type"":""MultiPoint"",""coordinates"":[]}"
332,2008-09,936.1494055,344.3163734,114.6716528,300.6215072,298.0082426,290.4549979,"{""type"":""MultiPoint"",""coordinates"":[]}"
333,2008-10,636.2073784,267.1447994,57.58509803,301.2904468,297.9879126,290.5853713,"{""type"":""MultiPoint"",""coordinates"":[]}"
334,2008-11,991.3873501,334.8149599,7.073722064,300.9516864,297.5540497,289.5478588,"{""type"":""MultiPoint"",""coordinates"":[]}"
335,2008-12,1055.218102,264.1737092,0,300.2990906,296.7512493,287.9108545,"{""type"":""MultiPoint"",""coordinates"":[]}"
336,2009-01,1070.273743,250.5482295,0,299.9219821,295.9707025,286.7577306,"{""type"":""MultiPoint"",""coordinates"":[]}"
337,2009-02,879.2565355,224.1327536,0,300.2931299,297.0195403,289.1223536,"{""type"":""MultiPoint"",""coordinates"":[]}"
338,2009-03,662.7947769,150.5890444,0,301.7085578,297.8801751,290.0944418,"{""type"":""MultiPoint"",""coordinates"":[]}"
339,2009-04,783.6954708,282.3119181,44.46912098,301.230842,298.2054014,290.2724191,"{""type"":""MultiPoint"",""coordinates"":[]}"
340,2009-05,1348.293629,336.2441573,26.98358536,300.8293823,298.1986411,290.4732783,"{""type"":""MultiPoint"",""coordinates"":[]}"
341,2009-06,982.6012201,318.1107356,42.7842536,301.021071,298.3109867,290.6294966,"{""type"":""MultiPoint"",""coordinates"":[]}"
342,2009-07,1105.916544,387.3423043,92.4367739,300.8562211,298.014624,290.5219506,"{""type"":""MultiPoint"",""coordinates"":[]}"
343,2009-08,1010.132231,254.9565042,37.24021482,301.304191,298.6141751,291.0706508,"{""type"":""MultiPoint"",""coordinates"":[]}"
344,2009-09,1293.558652,363.599236,58.17259002,301.3768702,298.2540801,290.8615571,"{""type"":""MultiPoint"",""coordinates"":[]}"
345,2009-10,1472.016861,349.2035963,67.17000866,301.3929064,297.8725911,290.0158378,"{""type"":""MultiPoint"",""coordinates"":[]}"
346,2009-11,705.7642431,218.3550401,0,300.9195398,297.6104266,289.516214,"{""type"":""MultiPoint"",""coordinates"":[]}"
347,2009-12,714.8221893,111.003273,0,301.0627095,296.6957864,287.6681651,"{""type"":""MultiPoint"",""coordinates"":[]}"
348,2010-01,812.9567909,175.9172475,0,300.3296053,296.562278,287.7771571,"{""type"":""MultiPoint"",""coordinates"":[]}"
349,2010-02,238.1504745,48.38104302,0,301.226894,297.418389,289.3337317,"{""type"":""MultiPoint"",""coordinates"":[]}"
350,2010-03,272.1470947,58.58159781,0,302.4187166,298.1707511,289.7624114,"{""type"":""MultiPoint"",""coordinates"":[]}"
351,2010-04,493.6947727,100.6853376,5.63505435,302.9650985,299.1643783,291.4394095,"{""type"":""MultiPoint"",""coordinates"":[]}"
352,2010-05,434.0570555,143.2261127,9.899013042,303.7111647,299.9291324,291.8604029,"{""type"":""MultiPoint"",""coordinates"":[]}"
353,2010-06,588.8299313,218.7362953,31.92824936,301.6603348,299.0822474,291.5904536,"{""type"":""MultiPoint"",""coordinates"":[]}"
354,2010-07,945.9329576,369.8615214,20.14027846,301.3091697,298.4064226,290.9640887,"{""type"":""MultiPoint"",""coordinates"":[]}"
355,2010-08,951.4015388,358.5027484,82.08469391,300.8549585,298.3133268,290.8317757,"{""type"":""MultiPoint"",""coordinates"":[]}"
356,2010-09,748.6960773,269.6741123,71.47623873,301.1007288,298.3400569,290.6658926,"{""type"":""MultiPoint"",""coordinates"":[]}"
357,2010-10,785.44558,342.7487429,74.30087066,300.9159306,298.0236376,290.4643518,"{""type"":""MultiPoint"",""coordinates"":[]}"
358,2010-11,1178.422918,322.3059457,10.89606398,300.604812,297.6125265,289.7694903,"{""type"":""MultiPoint"",""coordinates"":[]}"
359,2010-12,1190.311789,285.9711538,0,300.3686083,297.0402188,288.9015069,"{""type"":""MultiPoint"",""coordinates"":[]}"
360,2011-01,1298.321223,347.9259622,0,300.0382563,296.1567,287.3124446,"{""type"":""MultiPoint"",""coordinates"":[]}"
361,2011-02,1151.909332,209.4154951,0,299.8266259,296.400463,287.7855696,"{""type"":""MultiPoint"",""coordinates"":[]}"
362,2011-03,1767.329346,320.9020442,0,300.2648892,296.8421157,288.6679838,"{""type"":""MultiPoint"",""coordinates"":[]}"
363,2011-04,665.2839994,118.6003604,0,301.446642,297.6533026,289.7614288,"{""type"":""MultiPoint"",""coordinates"":[]}"
364,2011-05,799.4581375,330.2768176,92.28912854,301.7131548,298.4625599,291.027663,"{""type"":""MultiPoint"",""coordinates"":[]}"
365,2011-06,1190.509292,359.5525916,43.68345594,301.1064695,298.2325235,290.8955998,"{""type"":""MultiPoint"",""coordinates"":[]}"
366,2011-07,919.1667223,358.0045295,65.86934042,300.7924802,297.9700109,290.3449547,"{""type"":""MultiPoint"",""coordinates"":[]}"
367,2011-08,1222.501915,393.1942738,83.46683788,300.7919594,297.9689666,290.5076852,"{""type"":""MultiPoint"",""coordinates"":[]}"
368,2011-09,905.0640621,328.8007183,71.70360494,301.0300237,298.0347995,290.6844019,"{""type"":""MultiPoint"",""coordinates"":[]}"
369,2011-10,783.996912,300.120923,83.26509589,300.5422399,297.8122016,290.2515682,"{""type"":""MultiPoint"",""coordinates"":[]}"
370,2011-11,960.5194607,318.0493272,4.862351179,300.6949713,297.6448973,289.84065,"{""type"":""MultiPoint"",""coordinates"":[]}"
371,2011-12,1382.899933,421.0307842,1.05E-06,300.3897515,297.1053855,288.973854,"{""type"":""MultiPoint"",""coordinates"":[]}"
372,2012-01,844.7972679,195.705689,0,300.2037285,296.8388392,288.4361346,"{""type"":""MultiPoint"",""coordinates"":[]}"
373,2012-02,827.2628632,236.9430049,0,300.1374636,296.8742311,288.676237,"{""type"":""MultiPoint"",""coordinates"":[]}"
374,2012-03,852.5905495,231.3842135,0.693475425,300.9692662,297.3917559,289.2676428,"{""type"":""MultiPoint"",""coordinates"":[]}"
375,2012-04,713.008976,147.9900451,6.27417779,302.3797381,298.4371557,290.7869403,"{""type"":""MultiPoint"",""coordinates"":[]}"
376,2012-05,586.9976931,245.6847414,41.1532191,301.6430096,298.6620698,290.9330355,"{""type"":""MultiPoint"",""coordinates"":[]}"
377,2012-06,949.6747465,259.5077568,67.02416801,301.5162203,298.3964101,290.4827622,"{""type"":""MultiPoint"",""coordinates"":[]}"
378,2012-07,1304.863785,451.6787801,87.78726959,300.8196919,297.8899221,290.4285497,"{""type"":""MultiPoint"",""coordinates"":[]}"
379,2012-08,1824.036436,358.8616973,30.31075454,301.4489243,298.1988604,290.6440661,"{""type"":""MultiPoint"",""coordinates"":[]}"
380,2012-09,835.0196972,348.5074445,106.0889151,300.4111537,297.8220768,290.5466545,"{""type"":""MultiPoint"",""coordinates"":[]}"
381,2012-10,864.1091013,278.5719497,24.57931328,300.3967936,297.5443918,289.7496188,"{""type"":""MultiPoint"",""coordinates"":[]}"
382,2012-11,511.5963974,164.5714489,0,301.221832,297.8052738,289.7145295,"{""type"":""MultiPoint"",""coordinates"":[]}"
383,2012-12,763.0661917,224.4837067,9.22E-08,300.6322369,297.390418,289.0218774,"{""type"":""MultiPoint"",""coordinates"":[]}"
384,2013-01,1242.847713,260.670644,0,300.0311905,296.4473178,287.8235922,"{""type"":""MultiPoint"",""coordinates"":[]}"
385,2013-02,563.9248962,154.884343,0,300.5608871,297.1853541,289.1210939,"{""type"":""MultiPoint"",""coordinates"":[]}"
386,2013-03,535.1357856,119.2870707,0,301.4079561,297.8808733,289.6132784,"{""type"":""MultiPoint"",""coordinates"":[]}"
387,2013-04,509.9489365,126.1949309,0,303.3920208,299.0009295,291.1208565,"{""type"":""MultiPoint"",""coordinates"":[]}"
388,2013-05,513.1537323,193.9956415,55.78002095,302.3901931,299.0840237,291.2119258,"{""type"":""MultiPoint"",""coordinates"":[]}"
389,2013-06,813.5529928,316.5546575,23.73838723,302.001232,298.5798451,290.9901969,"{""type"":""MultiPoint"",""coordinates"":[]}"
390,2013-07,917.3101025,345.1652839,37.45874429,301.112315,297.9493759,290.5298428,"{""type"":""MultiPoint"",""coordinates"":[]}"
391,2013-08,1502.976933,448.7829662,90.6657083,300.9640721,297.9600812,290.3272667,"{""type"":""MultiPoint"",""coordinates"":[]}"
392,2013-09,1186.400921,329.5361479,61.6568017,301.0979549,298.0821519,290.7202992,"{""type"":""MultiPoint"",""coordinates"":[]}"
393,2013-10,950.6153955,265.8778414,58.50699425,300.3570452,297.5037595,289.9341332,"{""type"":""MultiPoint"",""coordinates"":[]}"
394,2013-11,889.7383499,324.7627832,3.997529149,300.8176932,297.3786074,289.3459104,"{""type"":""MultiPoint"",""coordinates"":[]}"
395,2013-12,1321.30751,227.0389232,0,300.5692226,297.1828302,288.8024767,"{""type"":""MultiPoint"",""coordinates"":[]}"
396,2014-01,1526.719769,260.5229896,0,299.6420928,295.4125179,286.1022454,"{""type"":""MultiPoint"",""coordinates"":[]}"
397,2014-02,307.8088331,64.34923033,0,300.2111314,296.3671819,287.9486308,"{""type"":""MultiPoint"",""coordinates"":[]}"
398,2014-03,894.7770882,164.9995275,0,300.7681642,297.2938404,289.089301,"{""type"":""MultiPoint"",""coordinates"":[]}"
399,2014-04,595.0993919,112.6599724,0,302.5809255,298.4826161,290.7018375,"{""type"":""MultiPoint"",""coordinates"":[]}"
400,2014-05,435.9465561,140.5765167,5.86436224,303.2625518,299.334469,291.5289749,"{""type"":""MultiPoint"",""coordinates"":[]}"
401,2014-06,893.9414806,255.0208168,36.24459004,302.4125256,298.945546,291.3526189,"{""type"":""MultiPoint"",""coordinates"":[]}"
402,2014-07,1320.300207,343.466348,66.79635382,301.2412094,298.2614353,290.7263693,"{""type"":""MultiPoint"",""coordinates"":[]}"
403,2014-08,846.0777817,272.3909141,71.33397079,300.9346968,298.2452543,290.6022823,"{""type"":""MultiPoint"",""coordinates"":[]}"
404,2014-09,953.7438469,365.5262017,83.59677672,300.9282252,298.0313618,290.4184975,"{""type"":""MultiPoint"",""coordinates"":[]}"
405,2014-10,792.3781986,283.9832975,24.08074772,300.5882219,297.7032907,290.0588174,"{""type"":""MultiPoint"",""coordinates"":[]}"
406,2014-11,607.1680365,190.2676937,0,300.8349046,297.5851639,289.4173726,"{""type"":""MultiPoint"",""coordinates"":[]}"
407,2014-12,1330.847855,327.4141662,0,300.6672569,297.0364148,288.7460093,"{""type"":""MultiPoint"",""coordinates"":[]}"
